ts,profile,severity,category,event,symbol,operation_id,signal_id,order_id,exception_type,error_code,message,reason,retryable,attempt,hostname,dry_run
1779522128,short,warning,network,state_exchange_mismatch,,,,,,,Transient HTX private API failure while fetching bulk positions; retry 1/4 via api.hbdm.vn: htx POST https://api.hbdm.vn/linear-swap-api/v1/swap_cross_position_info?AccessKeyId=52ba2d61-vqgdf4gsga-26f3d107-53beb&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2026-05-23T07%3A41%3A38&Signature=wJ0pXDLksuWptP0ileVQDkZkcz4jRlpHSZUDr5u6ACc%3D,bulk_positions_fetch_failed_network_retry,0,,,0
1779522162,short,warning,state,state_exchange_mismatch,XLM/USDT:USDT,,,,,,Tracked buy exit ladder differs from exchange for XLM/USDT:USDT; rebuilding,exit_ladder_order_set_mismatch,0,,,0
1779522382,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 1/4 via api.hbdm.vn: htx GET https://api.hbdm.vn/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779435951&to=1779522351&contract_code=BTC-USDT,ohlcv_network_retry,1,1,api.hbdm.vn,0
1779522413,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 2/4 via api.hbdm.com: htx GET https://api.hbdm.com/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779435982&to=1779522382&contract_code=BTC-USDT,ohlcv_network_retry,1,2,api.hbdm.com,0
1779522445,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 3/4 via api.hbdm.vn: htx GET https://api.hbdm.vn/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779436014&to=1779522414&contract_code=BTC-USDT,ohlcv_network_retry,1,3,api.hbdm.vn,0
1779522477,short,warning,api,signal_invalid,BTC/USDT:USDT,,,,,,BTC benchmark candles unavailable: htx GET https://api.hbdm.com/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779436046&to=1779522446&contract_code=BTC-USDT,benchmark_unavailable,0,,,0
1779522641,short,error,api,reduce_only_violation_prevented,ETHFI/USDT:USDT,,,,,,Buy reduce-only order failed for ETHFI/USDT:USDT: htx POST https://api.hbdm.com/linear-swap-api/v1/swap_cross_order?AccessKeyId=52ba2d61-vqgdf4gsga-26f3d107-53beb&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2026-05-23T07%3A50%3A11&Signature=v8uamQ1s1qe2V%2FWtME5TTqM77FAbLA%2F9nJu%2B5TfzRLU%3D,exit_order_rejected,0,,,0
1779522799,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 1/4 via api.hbdm.vn: htx GET https://api.hbdm.vn/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779436368&to=1779522768&contract_code=BTC-USDT,ohlcv_network_retry,1,1,api.hbdm.vn,0
1779522830,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 2/4 via api.hbdm.com: htx GET https://api.hbdm.com/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779436399&to=1779522799&contract_code=BTC-USDT,ohlcv_network_retry,1,2,api.hbdm.com,0
1779522862,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 3/4 via api.hbdm.vn: htx GET https://api.hbdm.vn/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779436431&to=1779522831&contract_code=BTC-USDT,ohlcv_network_retry,1,3,api.hbdm.vn,0
1779522894,short,warning,api,signal_invalid,BTC/USDT:USDT,,,,,,BTC benchmark candles unavailable: htx GET https://api.hbdm.com/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779436463&to=1779522863&contract_code=BTC-USDT,benchmark_unavailable,0,,,0
1779522993,short,warning,network,state_exchange_mismatch,,,,,,,Transient HTX private API failure while fetching bulk positions; retry 1/4 via api.hbdm.com: htx POST https://api.hbdm.com/linear-swap-api/v1/swap_cross_position_info?AccessKeyId=52ba2d61-vqgdf4gsga-26f3d107-53beb&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2026-05-23T07%3A56%3A03&Signature=9rKVkWWKiRuWDkkkX1WcpkVGr1cnCMwvyl2eUyCRX2I%3D,bulk_positions_fetch_failed_network_retry,0,,,0
1779523025,short,error,api,reduce_only_violation_prevented,TAO/USDT:USDT,,,,,,Buy reduce-only order failed for TAO/USDT:USDT: htx POST https://api.hbdm.vn/linear-swap-api/v1/swap_cross_order?AccessKeyId=52ba2d61-vqgdf4gsga-26f3d107-53beb&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2026-05-23T07%3A56%3A36&Signature=0U%2BzishWpAdDXYxas%2BKq1Zmb59UlYA5Am%2BqyvBe2iHI%3D,exit_order_rejected,0,,,0
1779523057,short,warning,network,state_exchange_mismatch,WLD/USDT:USDT,,,1507769000403070976,RequestTimeout,,Cancel failed for WLD/USDT:USDT order 1507769000403070976: htx POST https://api.hbdm.vn/linear-swap-api/v1/swap_cross_cancel?AccessKeyId=52ba2d61-vqgdf4gsga-26f3d107-53beb&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2026-05-23T07%3A57%3A07&Signature=nxAaCZvTlZix%2Bj1p0ITXLSCULwqJBbKUb%2BmSw2AZDQY%3D,cancel_failed,1,,,0
1779523089,short,warning,network,state_exchange_mismatch,ETHFI/USDT:USDT,,,1507772642647785472,RequestTimeout,,Cancel failed for ETHFI/USDT:USDT order 1507772642647785472: htx POST https://api.hbdm.vn/linear-swap-api/v1/swap_cross_cancel?AccessKeyId=52ba2d61-vqgdf4gsga-26f3d107-53beb&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2026-05-23T07%3A57%3A39&Signature=fr%2BA4f%2BVAomxsA%2Bcj9yS8dXtQwsGKbtaz%2BT8YjcMrlk%3D,cancel_failed,1,,,0
1779523120,short,warning,network,state_exchange_mismatch,SAND/USDT:USDT,,,1507750266665889792,RequestTimeout,,Cancel failed for SAND/USDT:USDT order 1507750266665889792: htx POST https://api.hbdm.vn/linear-swap-api/v1/swap_cross_cancel?AccessKeyId=52ba2d61-vqgdf4gsga-26f3d107-53beb&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2026-05-23T07%3A58%3A11&Signature=E6b31qGQJFuO5amcnbDi5nPtIKZ0guhUityWu%2Fov7Wc%3D,cancel_failed,1,,,0
1779523278,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 1/4 via api.hbdm.com: htx GET https://api.hbdm.com/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779436847&to=1779523247&contract_code=BTC-USDT,ohlcv_network_retry,1,1,api.hbdm.com,0
1779523309,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 2/4 via api.hbdm.vn: htx GET https://api.hbdm.vn/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779436878&to=1779523278&contract_code=BTC-USDT,ohlcv_network_retry,1,2,api.hbdm.vn,0
1779523341,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 3/4 via api.hbdm.com: htx GET https://api.hbdm.com/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779436910&to=1779523310&contract_code=BTC-USDT,ohlcv_network_retry,1,3,api.hbdm.com,0
1779523373,short,warning,api,signal_invalid,BTC/USDT:USDT,,,,,,BTC benchmark candles unavailable: htx GET https://api.hbdm.vn/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779436942&to=1779523342&contract_code=BTC-USDT,benchmark_unavailable,0,,,0
1779523538,short,warning,network,state_exchange_mismatch,TAO/USDT:USDT,,,1507774384370446336,RequestTimeout,,Cancel failed for TAO/USDT:USDT order 1507774384370446336: htx POST https://api.hbdm.vn/linear-swap-api/v1/swap_cross_cancel?AccessKeyId=52ba2d61-vqgdf4gsga-26f3d107-53beb&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2026-05-23T08%3A05%3A09&Signature=IWiiZiso1gcc3yQPXVc72G%2FjYVpkeVOJRP27GefQ0NI%3D,cancel_failed,1,,,0
1779523538,short,warning,state,state_exchange_mismatch,WLD/USDT:USDT,,,,,,Tracked buy exit ladder for WLD/USDT:USDT is temporarily absent from open-orders response; preserving refs,tracked_exit_orders_temporarily_invisible_preserved,0,,,0
1779523540,short,warning,api,reduce_only_violation_prevented,WLD/USDT:USDT,,,,,,Buy exit ladder delayed for WLD/USDT:USDT: closeable amount is currently unavailable,closeable_amount_reserved_by_existing_exit_orders,0,,,0
1779523571,short,error,api,reduce_only_violation_prevented,XLM/USDT:USDT,,,,,,Buy reduce-only order failed for XLM/USDT:USDT: htx POST https://api.hbdm.vn/linear-swap-api/v1/swap_cross_order?AccessKeyId=52ba2d61-vqgdf4gsga-26f3d107-53beb&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2026-05-23T08%3A05%3A42&Signature=jMhMwKLKxpkEPb25S4hLtW0I48YAo710Ak0d%2F86YrK8%3D,exit_order_rejected,0,,,0
1779523572,short,warning,state,state_exchange_mismatch,ETHFI/USDT:USDT,,,,,,Tracked buy exit ladder for ETHFI/USDT:USDT is temporarily absent from open-orders response; preserving refs,tracked_exit_orders_temporarily_invisible_preserved,0,,,0
1779523573,short,warning,state,state_exchange_mismatch,SAND/USDT:USDT,,,,,,Tracked buy exit ladder for SAND/USDT:USDT is temporarily absent from open-orders response; preserving refs,tracked_exit_orders_temporarily_invisible_preserved,0,,,0
1779523604,short,error,api,reduce_only_violation_prevented,SAND/USDT:USDT,,,,,,Buy reduce-only order failed for SAND/USDT:USDT: htx POST https://api.hbdm.vn/linear-swap-api/v1/swap_cross_order?AccessKeyId=52ba2d61-vqgdf4gsga-26f3d107-53beb&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2026-05-23T08%3A06%3A14&Signature=eVWWtn7fP1hZ4k%2FtoL0fVzoe6NBhdeJ9R0yECChas1Q%3D,exit_order_rejected,0,,,0
1779523761,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 1/4 via api.hbdm.com: htx GET https://api.hbdm.com/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779437330&to=1779523730&contract_code=BTC-USDT,ohlcv_network_retry,1,1,api.hbdm.com,0
1779523792,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 2/4 via api.hbdm.vn: htx GET https://api.hbdm.vn/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779437361&to=1779523761&contract_code=BTC-USDT,ohlcv_network_retry,1,2,api.hbdm.vn,0
1779523824,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 3/4 via api.hbdm.com: htx GET https://api.hbdm.com/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779437393&to=1779523793&contract_code=BTC-USDT,ohlcv_network_retry,1,3,api.hbdm.com,0
1779523856,short,warning,api,signal_invalid,BTC/USDT:USDT,,,,,,BTC benchmark candles unavailable: htx GET https://api.hbdm.vn/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779437425&to=1779523825&contract_code=BTC-USDT,benchmark_unavailable,0,,,0
1779523957,short,warning,network,state_exchange_mismatch,,,,,,,Transient HTX private API failure while fetching bulk positions; retry 1/4 via api.hbdm.vn: htx POST https://api.hbdm.vn/linear-swap-api/v1/swap_cross_position_info?AccessKeyId=52ba2d61-vqgdf4gsga-26f3d107-53beb&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2026-05-23T08%3A12%3A07&Signature=yNTVx5WWbFjalOyZiz9SwInweYBi1klpxkD629jo3tU%3D,bulk_positions_fetch_failed_network_retry,0,,,0
1779523958,short,warning,state,state_exchange_mismatch,TAO/USDT:USDT,,,,,,Tracked buy exit ladder for TAO/USDT:USDT is temporarily absent from open-orders response; preserving refs,tracked_exit_orders_temporarily_invisible_preserved,0,,,0
1779523989,short,error,api,reduce_only_violation_prevented,TAO/USDT:USDT,,,,,,Buy reduce-only order failed for TAO/USDT:USDT: htx POST https://api.hbdm.com/linear-swap-api/v1/swap_cross_order?AccessKeyId=52ba2d61-vqgdf4gsga-26f3d107-53beb&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2026-05-23T08%3A12%3A40&Signature=Y%2FhOR49kJmly99meKJGvMKdndyBjG4Fhci3M4BjfAyw%3D,exit_order_rejected,0,,,0
1779524211,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 1/4 via api.hbdm.vn: htx GET https://api.hbdm.vn/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779437781&to=1779524181&contract_code=BTC-USDT,ohlcv_network_retry,1,1,api.hbdm.vn,0
1779524243,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 2/4 via api.hbdm.com: htx GET https://api.hbdm.com/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779437812&to=1779524212&contract_code=BTC-USDT,ohlcv_network_retry,1,2,api.hbdm.com,0
1779524274,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 3/4 via api.hbdm.vn: htx GET https://api.hbdm.vn/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779437844&to=1779524244&contract_code=BTC-USDT,ohlcv_network_retry,1,3,api.hbdm.vn,0
1779524307,short,warning,api,signal_invalid,BTC/USDT:USDT,,,,,,BTC benchmark candles unavailable: htx GET https://api.hbdm.com/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779437876&to=1779524276&contract_code=BTC-USDT,benchmark_unavailable,0,,,0
1779524407,short,warning,network,state_exchange_mismatch,,,,,,,Transient HTX private API failure while fetching bulk positions; retry 1/4 via api.hbdm.com: htx POST https://api.hbdm.com/linear-swap-api/v1/swap_cross_position_info?AccessKeyId=52ba2d61-vqgdf4gsga-26f3d107-53beb&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2026-05-23T08%3A19%3A37&Signature=FsGydEuRaB403In%2Fmpke1jJKcOBFqKurkQRm7TXTWak%3D,bulk_positions_fetch_failed_network_retry,0,,,0
1779524471,short,error,api,reduce_only_violation_prevented,XLM/USDT:USDT,,,,,,Buy reduce-only order failed for XLM/USDT:USDT: htx POST https://api.hbdm.vn/linear-swap-api/v1/swap_cross_order?AccessKeyId=52ba2d61-vqgdf4gsga-26f3d107-53beb&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2026-05-23T08%3A20%3A42&Signature=hIbeJ3dAKpGMRgkDByTNvOfxcIro24eUU3zlt%2FOdwYw%3D,exit_order_rejected,0,,,0
1779524504,short,error,api,reduce_only_violation_prevented,SAND/USDT:USDT,,,,,,Buy reduce-only order failed for SAND/USDT:USDT: htx POST https://api.hbdm.vn/linear-swap-api/v1/swap_cross_order?AccessKeyId=52ba2d61-vqgdf4gsga-26f3d107-53beb&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2026-05-23T08%3A21%3A14&Signature=pYIwTKVCdBNPivfIA3NmIhRXwvt3InMmGYo6KLqw4qI%3D,exit_order_rejected,0,,,0
1779524661,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 1/4 via api.hbdm.com: htx GET https://api.hbdm.com/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779438230&to=1779524630&contract_code=BTC-USDT,ohlcv_network_retry,1,1,api.hbdm.com,0
1779524692,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 2/4 via api.hbdm.vn: htx GET https://api.hbdm.vn/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779438261&to=1779524661&contract_code=BTC-USDT,ohlcv_network_retry,1,2,api.hbdm.vn,0
1779524724,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 3/4 via api.hbdm.com: htx GET https://api.hbdm.com/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779438293&to=1779524693&contract_code=BTC-USDT,ohlcv_network_retry,1,3,api.hbdm.com,0
1779524756,short,warning,api,signal_invalid,BTC/USDT:USDT,,,,,,BTC benchmark candles unavailable: htx GET https://api.hbdm.vn/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779438325&to=1779524725&contract_code=BTC-USDT,benchmark_unavailable,0,,,0
1779524857,short,warning,network,state_exchange_mismatch,,,,,,,Transient HTX private API failure while fetching bulk positions; retry 1/4 via api.hbdm.vn: htx POST https://api.hbdm.vn/linear-swap-api/v1/swap_cross_position_info?AccessKeyId=52ba2d61-vqgdf4gsga-26f3d107-53beb&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2026-05-23T08%3A27%3A06&Signature=1ogWeBdMmHoOUmtuh5Pb0de9y6fBXKGB9QtMSfEo1DQ%3D,bulk_positions_fetch_failed_network_retry,0,,,0
1779524889,short,error,api,reduce_only_violation_prevented,TAO/USDT:USDT,,,,,,Buy reduce-only order failed for TAO/USDT:USDT: htx POST https://api.hbdm.com/linear-swap-api/v1/swap_cross_order?AccessKeyId=52ba2d61-vqgdf4gsga-26f3d107-53beb&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2026-05-23T08%3A27%3A39&Signature=V0jcIxklyLeIBGnMRxaWIs6O65cX2i7bMBkruzDeN8A%3D,exit_order_rejected,0,,,0
1779525111,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 1/4 via api.hbdm.vn: htx GET https://api.hbdm.vn/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779438680&to=1779525080&contract_code=BTC-USDT,ohlcv_network_retry,1,1,api.hbdm.vn,0
1779525142,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 2/4 via api.hbdm.com: htx GET https://api.hbdm.com/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779438711&to=1779525111&contract_code=BTC-USDT,ohlcv_network_retry,1,2,api.hbdm.com,0
1779525174,short,warning,network,signal_invalid,BTC/USDT:USDT,,,,RequestTimeout,,Transient HTX public API failure while fetching candles for BTC/USDT:USDT; retry 3/4 via api.hbdm.vn: htx GET https://api.hbdm.vn/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779438743&to=1779525143&contract_code=BTC-USDT,ohlcv_network_retry,1,3,api.hbdm.vn,0
1779525206,short,warning,api,signal_invalid,BTC/USDT:USDT,,,,,,BTC benchmark candles unavailable: htx GET https://api.hbdm.com/linear-swap-ex/market/history/kline?period=1min&size=1441&from=1779438775&to=1779525175&contract_code=BTC-USDT,benchmark_unavailable,0,,,0
1779525307,short,warning,network,state_exchange_mismatch,,,,,,,Transient HTX private API failure while fetching bulk positions; retry 1/4 via api.hbdm.com: htx POST https://api.hbdm.com/linear-swap-api/v1/swap_cross_position_info?AccessKeyId=52ba2d61-vqgdf4gsga-26f3d107-53beb&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2026-05-23T08%3A34%3A38&Signature=eoaBi734pDCMHnzyJx7JUjALFjvOrmZ%2FZzfA1nH23xE%3D,bulk_positions_fetch_failed_network_retry,0,,,0
